State	District	First Name	Last Name	Party	Votes	Vote fraction	Winner
IL	01	Bobby L.	Rush	D	162268	0.73088	W
IL	01	Jimmy Lee	Tillman	R	59749	0.26912	
IL	02	Robin	Kelly	D	160337	0.78494	W
IL	02	Eric M.	Wallace	R	43799	0.21442	
IL	02	Marcus	Lewis	W	130	0.00064	
IL	03	Daniel William	Lipinski	D	116764	0.64562	W
IL	03	Sharon M.	Brannigan	R	64091	0.35438	
IL	04	Luis V.	Gutierrez	D	79666	0.78147	W
IL	04	Hector	Concepcion	R	22278	0.21853	
IL	05	Mike	Quigley	D	116364	0.63235	W
IL	05	Vince	Kolber	R	56350	0.30622	
IL	05	Nancy	Wade	GRE	11305	0.06143	
IL	06	Peter J.	Roskam	R	160287	0.67135	W
IL	06	Michael	Mason	D	78465	0.32865	
IL	07	Danny K.	Davis	D	155110	0.85095	W
IL	07	Robert L.	Bumpers	R	27168	0.14905	
IL	08	Tammy	Duckworth	D	84178	0.55726	W
IL	08	Larry	Kaifesh	R	66878	0.44274	
IL	09	Janice D.	Schakowsky	D	141000	0.66058	W
IL	09	Susanne	Atanus	R	72384	0.33911	
IL	09	Phil	Collins	W	66	0.00031	
IL	10	Robert	Dold	R	95992	0.51298	W
IL	10	Brad	Schneider	D	91136	0.48702	
IL	11	Bill	Foster	D	93436	0.53462	W
IL	11	Darlene	Senger	R	81335	0.46538	
IL	12	Mike	Bost	R	110038	0.52465	W
IL	12	William L. "Bill"	Enyart	D	87860	0.41890	
IL	12	Paula	Bradshaw	GRE	11840	0.05645	
IL	13	Rodney	Davis	R	123337	0.58656	W
IL	13	Ann E.	Callis	D	86935	0.41344	
IL	14	Randall M. "Randy"	Hultgren	R	145369	0.65414	W
IL	14	Dennis	Anderson	D	76861	0.34586	
IL	15	John M.	Shimkus	R	166274	0.74923	W
IL	15	Eric	Thorsland	D	55652	0.25077	
IL	16	Adam	Kinzinger	R	153388	0.70621	W
IL	16	Randall Wayne	Olsen	D	63810	0.29379	
IL	17	Cheri	Bustos	D	110560	0.55457	W
IL	17	Bobby	Schilling	R	88785	0.44535	
IL	17	Bill	Fawell	W	16	0.00008	
IL	18	Aaron	Schock	R	184363	0.74720	W
IL	18	Darrel	Miller	D	62377	0.25280	
IN	01	Peter J.	Visclosky	D	86579	0.60846	W
IN	01	Mark	Leyva	R	51000	0.35842	
IN	01	Donna T.	Dunn	LIB	4714	0.03313	
IN	02	Jackie	Walorski	R	85583	0.58941	W
IN	02	Joe	Bock	D	55590	0.38285	
IN	02	Jeff	Petermann	LIB	4027	0.02773	
IN	03	Marlin A.	Stutzman	R	102889	0.69149	W
IN	03	Justin	Kuhnle	D	39771	0.26729	
IN	03	Scott	Wise	LIB	6133	0.04122	
IN	04	Todd	Rokita	R	94998	0.66875	W
IN	04	John	Dale	D	47056	0.33125	
IN	05	Susan	Brooks	R	105277	0.65211	W
IN	05	Shawn A.	Denney	D	49756	0.30820	
IN	05	John	Krom	LIB	6407	0.03969	
IN	06	Luke	Messer	R	102187	0.65897	W
IN	06	Susan Hall	Heitzman	D	45509	0.29347	
IN	06	Eric	Miller	LIB	7375	0.04756	
IN	07	André	Carson	D	61443	0.54732	W
IN	07	Catherine (Cat)	Ping	R	46887	0.41766	
IN	07	Chris	Mayo	LIB	3931	0.03502	
IN	08	Larry D.	Bucshon	R	103344	0.60324	W
IN	08	Tom	Spangler	D	61384	0.35831	
IN	08	Andrew	Horning	LIB	6587	0.03845	
IN	09	Todd	Young	R	101594	0.62563	W
IN	09	Bill	Bailey	D	55016	0.33880	
IN	09	R. Mike	Frey	LIB	5777	0.03558	
IA	01	Rod	Blum	R	147762	0.51075	W
IA	01	Pat	Murphy	D	141145	0.48787	
IA	01		Scattered	W	399	0.00138	
IA	02	Dave	Loebsack	D	143431	0.52476	W
IA	02	Mariannette	Miller-Meeks	R	129455	0.47362	
IA	02		Scattered	W	443	0.00162	
IA	03	David	Young	R	148814	0.52759	W
IA	03	Staci	Appel	D	119109	0.42227	
IA	03	Edward B.	Wright	LIB	9054	0.03210	
IA	03	Bryan Jack	Holder	NNE	4360	0.01546	
IA	03		Scattered	W	729	0.00258	
IA	04	Steve	King	R	169834	0.61616	W
IA	04	Jim	Mowrer	D	105504	0.38277	
IA	04		Scattered	W	295	0.00107	
KS	01	Tim	Huelskamp	R	138764	0.67968	W
KS	01	James E.	Sherow	D	65397	0.32032	
KS	02	Lynn	Jenkins	R	128742	0.57045	W
KS	02	Margie	Wakefield	D	87153	0.38617	
KS	02	Christopher	Clemmons	LIB	9791	0.04338	
KS	03	Kevin	Yoder	R	134493	0.60021	W
KS	03	Kelly	Kultala	D	89584	0.39979	
KS	04	Mike	Pompeo	R	138757	0.66661	W
KS	04	Perry L.	Schuckman	D	69396	0.33339	
KY	01	Ed	Whitfield	R	173022	0.73123	W
KY	01	Charles Kendall	Hatchett	D	63596	0.26877	
KY	02	S. Brett	Guthrie	R	156936	0.69185	W
KY	02	Ron	Leach	D	69898	0.30815	
KY	03	John A.	Yarmuth	D	157056	0.63494	W
KY	03	Michael	Macfarlane	R	87981	0.35569	
KY	03	Gregory Peter	Puccetti	IND	2318	0.00937	
KY	04	Thomas	Massie	R	150464	0.67728	W
KY	04	Peter	Newberry	D	71694	0.32272	
KY	05	Harold "Hal"	Rogers	R	171350	0.78254	W
KY	05	Kenneth S.	Stepp	D	47617	0.21746	
KY	06	Andy	Barr	R	147404	0.59995	W
KY	06	Elisabeth	Jensen	D	98290	0.40005	
LA	01	Steve	Scalise	R	189250	0.77560	W
LA	01	M.V. "Vinny"	Mendoza	D	24761	0.10148	
LA	01	Lee A.	Dugas	D	21286	0.08724	
LA	01	Jeffry "Jeff"	Sanford	LIB	8707	0.03568	
LA	02	Cedric	Richmond	D	152201	0.68692	W
LA	02	Gary	Landrieu	D	37805	0.17062	
LA	02	David	Brooks	NPA	16327	0.07369	
LA	02	Samuel	Davenport	LIB	15237	0.06877	
LA	03	Charles W., Jr.	Boustany	R	185867	0.78668	W
LA	03	Russell	Richard	NPA	28342	0.11996	
LA	03	Bryan	Barrilleaux	R	22059	0.09336	
LA	04	John	Fleming	R	152683	0.73434	W
LA	04	Randall	Lord	LIB	55236	0.26566	
LA	05	Ralph Lee	Abraham	R	55489	0.23164	W (Runoff)
LA	05	"Jamie"	Mayo	D	67611	0.28224	
LA	05	"Zach"	Dasher	R	53628	0.22387	
LA	05	Vance M.	McAllister	R	26606	0.11107	
LA	05	Clyde C.	Holloway	R	17877	0.07463	
LA	05	Harris	Brown	R	9890	0.04129	
LA	05	"Ed"	Tarpley	R	4594	0.01918	
LA	05	Charles	Saucier	LIB	2201	0.00919	
LA	05	Eliot S.	Barron	GRE	1655	0.00691	
LA	06	Garret	Graves	R	70715	0.27358	W (Runoff)
LA	06	Edwin	Edwards	D	77866	0.30125	
LA	06	Paul, II	Dietzel	R	35024	0.13550	
LA	06	"Dan"	Claitor	R	26524	0.10262	
LA	06	Lenar	Whitney	R	19151	0.07409	
LA	06	Richard	Lieberman	D	7309	0.02828	
LA	06	Craig	McCulloch	R	5815	0.02250	
LA	06	Robert Lamar "Bob"	Bell	R	5182	0.02005	
LA	06	Peter	Williams	D	4037	0.01562	
LA	06	Rufus Holt, Jr.	Craig	LIB	3561	0.01378	
LA	06	Norman "Norm"	Clark	R	1848	0.00715	
LA	06	"Trey"	Thomas	R	1447	0.00560	
ME	01	Chellie	Pingree	D	186674	0.60432	W
ME	01	Isaac J.	Misiuk	R	94751	0.30674	
ME	01	Richard P.	Murphy	IND	27410	0.08873	
ME	01		Others	W	63	0.00020	
ME	02	Bruce	Poliquin	R	133308	0.47031	W
ME	02	Emily Ann	Cain	D	118556	0.41826	
ME	02	Blaine	Richardson	IND	31336	0.11055	
ME	02		Others	W	248	0.00087	
MD	01	Andy	Harris	R	176342	0.70419	W
MD	01	Bill	Tilghman	D	73843	0.29488	
MD	01		Scattered	W	233	0.00093	
MD	02	C. A. Dutch	Ruppersberger	D	120412	0.61324	W
MD	02	David	Banach	R	70411	0.35859	
MD	02	Ian	Schlakman	GRE	5326	0.02712	
MD	02		Scattered	W	205	0.00104	
MD	03	John	Sarbanes	D	128594	0.59549	W
MD	03	Charles A.	Long	R	87029	0.40301	
MD	03		Scattered	W	323	0.00150	
MD	04	Donna F.	Edwards	D	134628	0.70178	W
MD	04	Nancy	Hoyt	R	54217	0.28262	
MD	04	Arvin	Vohra	LIB	2795	0.01457	
MD	04		Scattered	W	197	0.00103	
MD	05	Steny H.	Hoyer	D	144725	0.64026	W
MD	05	Chris	Chaffee	R	80752	0.35725	
MD	05		Scattered	W	336	0.00149	
MD	05	Dennis L.	Fritz	W	227	0.00100	
MD	06	John K.	Delaney	D	94704	0.49704	W
MD	06	Dan	Bongino	R	91930	0.48248	
MD	06	George	Gluck	GRE	3762	0.01974	
MD	06		Scattered	W	140	0.00073	
MD	07	Elijah	Cummings	D	144639	0.69938	W
MD	07	Carrogan R.	Vaughn	R	55860	0.27010	
MD	07	Scott	Soffen	LIB	6103	0.02951	
MD	07		Scattered	W	207	0.00100	
MD	08	Chris	Van Hollen	D	136722	0.60739	W
MD	08	Lih	Young	D/W	16	0.00007	
MD	08	Dave	Wallace	R	87859	0.39032	
MD	08	Andrew Jaye	Wildman	W	102	0.00045	
MD	08		Scattered	W	398	0.00177	
MA	01	Richard E.	Neal	D	167612	0.97956	W
MA	01			W	3498	0.02044	
MA	02	James P.	McGovern	D	169640	0.98203	W
MA	02			W	3105	0.01797	
MA	03	Nicola S.	Tsongas	D	139104	0.62958	W
MA	03	Roseann L. Ehrhard	Wofford	R	81638	0.36949	
MA	03			W	204	0.00092	
MA	04	Joseph P., III	Kennedy	D	184158	0.97905	W
MA	04			W	3940	0.02095	
MA	05	Katherine M.	Clark	D	182100	0.98294	W
MA	05			W	3159	0.01705	
MA	05	William F.	Wilt	W	1	0.00001	
MA	06	Seth W.	Moulton	D	149638	0.54970	W
MA	06	Richard R.	Tisei	R	111989	0.41139	
MA	06	Christopher J.	Stockwell	IND	10373	0.03811	
MA	06			W	219	0.00080	
MA	07	Michael E.	Capuano	D	142133	0.98331	W
MA	07			W	2413	0.01669	
MA	08	Stephen F.	Lynch	D	200644	0.98669	W
MA	08			W	2707	0.01331	
MA	09	William Richard	Keating	D	140413	0.54947	W
MA	09	John C.	Chapman	R	114971	0.44991	
MA	09			W	157	0.00061	
MI	01	Dan	Benishek	R	130414	0.52138	W
MI	01	Jerry	Cannon	D	113263	0.45281	
MI	01	Loel Robert	Gnadt	LIB	3823	0.01528	
MI	01	Ellis	Boal	GRE	2631	0.01052	
MI	02	Bill	Huizenga	R	135568	0.63625	W
MI	02	Dean	Vanderstelt	D	70851	0.33252	
MI	02	Ronald, II	Welch	LIB	3877	0.01820	
MI	02	Ronald E.	Graeser	UST	2776	0.01303	
MI	03	Justin	Amash	R	125754	0.57907	W
MI	03	Bob	Goodrich	D	84720	0.39012	
MI	03	Tonya	Duncan	GRE	6691	0.03081	
MI	04	John	Moolenaar	R	123962	0.56495	W
MI	04	Jeff	Holmes	D	85777	0.39092	
MI	04	George M.	Zimmer	UST	4990	0.02274	
MI	04	Will Tyler	White	LIB	4694	0.02139	
MI	05	Daniel T.	Kildee	D	148182	0.66707	W
MI	05	Allen	Hardwick	R	69222	0.31162	
MI	05	Harold H.	Jones	LIB	4734	0.02131	
MI	06	Fred	Upton	R	116801	0.55892	W
MI	06	Paul	Clements	D	84391	0.40383	
MI	06	John M.	Lawrence	GRE	2254	0.01079	
MI	06	Erwin J.	Hass	LIB	5530	0.02646	
MI	07	Tim	Walberg	R	119564	0.53452	W
MI	07	Pam	Byrnes	D	92083	0.41166	
MI	07	Ken	Proctor	LIB	4531	0.02026	
MI	07	David	Swartout	NPA	4369	0.01953	
MI	07	Rick	Strawcutter	UST	3138	0.01403	
MI	08	Mike	Bishop	R	132739	0.54597	W
MI	08	Eric	Schertzing	D	102269	0.42064	
MI	08	James, II	Weeks	LIB	4557	0.01874	
MI	08	Jim	Casha	GRE	1880	0.00773	
MI	08	Jeremy	Burgess	NLP	1680	0.00691	
MI	09	Sander	Levin	D	136342	0.60393	W
MI	09	George	Brikho	R	81470	0.36087	
MI	09	Gregory	Creswell	LIB	4792	0.02123	
MI	09	John V.	McDermott	GRE	3153	0.01397	
MI	10	Candice S.	Miller	R	157069	0.68681	W
MI	10	Chuck	Stadler	D	67143	0.29360	
MI	10	Harley	Mikkelson	GRE	4480	0.01959	
MI	11	Dave	Trott	R	140435	0.55897	W
MI	11	Bobby	McKenzie	D	101681	0.40472	
MI	11	John J.	Tatar	LIB	7711	0.03069	
MI	11	Kerry Lynn	Bentivolio	W	1411	0.00562	
MI	12	Debbie	Dingell	D	134346	0.65008	W
MI	12	Terry	Bowman	R	64716	0.31315	
MI	12	Gary	Walkowicz	NPA	5039	0.02438	
MI	12	Bhagwan	Dashairya	LIB	2559	0.01238	
MI	13	John, Jr.	Conyers	D	132710	0.79492	W
MI	13	Jeff	Gorman	R	27234	0.16313	
MI	13	Chris	Sharer	LIB	3537	0.02119	
MI	13	Sam	Johnson	NPA	3466	0.02076	
MI	14	Brenda	Lawrence	D	165272	0.77787	W
MI	14	Christina L.	Barr	R	41801	0.19674	
MI	14	Leonard	Schwartz	LIB	3366	0.01584	
MI	14	Stephen	Boyle	GRE	1999	0.00941	
MI	14	Calvin	Pruden	W	30	0.00014	
MN	01	Tim	Walz	DFL	122851	0.54192	W
MN	01	Jim	Hagedorn	R	103536	0.45672	
MN	01		Scattered	W	308	0.00136	
MN	02	John	Kline	R	137778	0.56042	W
MN	02	Mike	Obermueller	DFL	95565	0.38872	
MN	02	Paula	Overby	IDP	12319	0.05011	
MN	02		Scattered	W	186	0.00076	
MN	03	Erik	Paulsen	R	167515	0.62138	W
MN	03	Sharon	Sund	DFL	101846	0.37779	
MN	03		Scattered	W	224	0.00083	
MN	04	Betty	McCollum	DFL	147857	0.61190	W
MN	04	Sharna	Wahlgren	R	79492	0.32897	
MN	04	Dave	Thomas	IDP	14059	0.05818	
MN	04		Scattered	W	229	0.00095	
MN	05	Keith	Ellison	DFL	167079	0.70793	W
MN	05	Doug	Daggett	R	56577	0.23972	
MN	05	Lee	Bauer	IDP	12001	0.05085	
MN	05		Scattered	W	353	0.00150	
MN	06	Tom	Emmer	R	133328	0.56293	W
MN	06	Joe	Perske	DFL	90926	0.38390	
MN	06	John	Denney	IDP	12457	0.05260	
MN	06		Scattered	W	135	0.00057	
MN	07	Collin C.	Peterson	DFL	130546	0.54206	W
MN	07	Torrey	Westrom	R	109955	0.45656	
MN	07		Scattered	W	334	0.00139	
MN	08	Rick	Nolan	DFL	129090	0.48515	W
MN	08	Stewart	Mills	R	125358	0.47112	
MN	08	Ray Skip	Sandman	GRE	11450	0.04303	
MN	08		Scattered	W	185	0.00070	
MS	01	Alan	Nunnelee	R	102622	0.67912	W
MS	01	Ron E.	Dickey	D	43713	0.28928	
MS	01	Danny	Bedwell	LIB	3830	0.02535	
MS	01	Lajena	Walley	REF	946	0.00626	
MS	02	Bennie G.	Thompson	D	100688	0.67737	W
MS	02	Troy	Ray	IND	36465	0.24531	
MS	02	Shelley	Shoemake	REF	11493	0.07732	
MS	03	Gregg	Harper	R	117771	0.68894	W
MS	03	Douglas MacArthur (Doug)	Magee	D	47744	0.27929	
MS	03	Roger	Gerrard	IND	3890	0.02276	
MS	03	Barbara Dale	Washer	REF	1541	0.00901	
MS	04	Steven McCarty	Palazzo	R	108776	0.69918	W
MS	04	Matt	Moore	D	37869	0.24341	
MS	04	Cindy	Burleson	IND	3684	0.02368	
MS	04	Joey	Robinson	LIB	3473	0.02232	
MS	04	Eli	Jackson	REF	917	0.00589	
MS	04	Ed	Reich	IND	857	0.00551	
MO	01	Lacy	Clay	D	119315	0.72978	W
MO	01	Daniel J.	Elder	R	35273	0.21574	
MO	01	Robb E.	Cunningham	LIB	8906	0.05447	
MO	02	Ann	Wagner	R	148191	0.64119	W
MO	02	Arthur	Lieber	D	75384	0.32617	
MO	02	Bill	Slantz	LIB	7542	0.03263	
MO	03	Blaine	Luetkemeyer	R	130940	0.68333	W
MO	03	Courtney	Denton	D	52021	0.27148	
MO	03	Steven	Hedrick	LIB	8593	0.04484	
MO	03	Harold	Davis	W	66	0.00034	
MO	04	Vicky	Hartzler	R	120014	0.68079	W
MO	04	Nate	Irvin	D	46464	0.26357	
MO	04	Herschel L.	Young	LIB	9793	0.05555	
MO	04	Gregory A.	Cowan	W	15	0.00009	
MO	05	Emanuel, II	Cleaver	D	79256	0.51587	W
MO	05	Jacob	Turk	R	69071	0.44958	
MO	05	Roy	Welborn	LIB	5308	0.03455	
MO	06	Sam	Graves	R	124616	0.66650	W
MO	06	W.A. (Bill)	Hedge	D	55157	0.29500	
MO	06	Russ	Monchil	LIB	7197	0.03849	
MO	07	Billy	Long	R	104054	0.63464	W
MO	07	Jim	Evans	D	47282	0.28838	
MO	07	Kevin	Craig	LIB	12584	0.07675	
MO	07	Nikolas	Bruce	W	32	0.00020	
MO	07	John C.	Hagerty	W	3	0.00002	
MO	07	Martin	Lindstedt	W	2	0.00001	
MO	08	Jason	Smith	R	106124	0.66651	W
MO	08	Barbara	Stocker	D	38721	0.24319	
MO	08	Terry	Hampton	IND	6821	0.04284	
MO	08	Doug	Enyart	CON	3799	0.02386	
MO	08	Rick	Vandeven	LIB	3759	0.02361	
MT	00	Ryan	Zinke	R	203871	0.55405	W
MT	00	John	Lewis	D	148690	0.40409	
MT	00	Mike	Fellows	LIB	15402	0.04186	
NE	01	Jeff	Fortenberry	R	123219	0.68816	W
NE	01	Dennis P.	Crawford	D	55838	0.31184	
NE	02	Brad	Ashford	D	83872	0.48902	W
NE	02	Lee	Terry	R	78157	0.45570	
NE	02	Steven	Laird	LIB	9021	0.05260	
NE	02		Scattered	W	459	0.00268	
NE	03	Adrian	Smith	R	139440	0.75388	W
NE	03	Mark	Sullivan	D	45524	0.24612	
NV	01	Dina	Titus	D	45643	0.56841	W
NV	01	Annette	Teijeiro	R	30413	0.37875	
NV	01	Richard "Ricardo Carlos"	Charles	LIB	2617	0.03259	
NV	01	Kamau	Bakari	IAP	1626	0.02025	
NV	02	Mark E.	Amodei	R	122402	0.65733	W
NV	02	Kristen	Spees	D	52016	0.27934	
NV	02	Janine	Hansen	IAP	11792	0.06333	
NV	03	Joe	Heck	R	88528	0.60753	W
NV	03	Erin	Bilbray	D	52644	0.36127	
NV	03	David	Goossen	IND	1637	0.01123	
NV	03	Randy	Kimmick	LIB	1566	0.01075	
NV	03	Steven	St. John	IND	1344	0.00922	
NV	04	Cresent	Hardy	R	63466	0.48528	W
NV	04	Steven A.	Horsford	D	59844	0.45759	
NV	04	Steve	Brown	LIB	4119	0.03150	
NV	04	Russell	Best	IAP	3352	0.02563	
NH	01	Frank C.	Guinta	R	125508	0.51706	W
NH	01	Carol	Shea-Porter	D	116769	0.48105	
NH	01		Scattered	W	459	0.00189	
NH	02	Ann McLane	Kuster	D	130700	0.54874	W
NH	02	Marilinda	Garcia	R	106871	0.44869	
NH	02		Scattered	W	613	0.00257	
NJ	01 - FULL TERM	Donald W.	Norcross	D	93315	0.57427	W
NJ	01 - FULL TERM	Garry W.	Cobb	R	64073	0.39431	
NJ	01 - FULL TERM	Scot John	Tomaszewski	WDB	1784	0.01098	
NJ	01 - FULL TERM	Robert	Shapiro	SBP	1134	0.00698	
NJ	01 - FULL TERM	Margaret M.	Chapman	CN	1103	0.00679	
NJ	01 - FULL TERM	Mike	Berman	OP	634	0.00390	
NJ	01 - FULL TERM	Donald E.	Letton	DRP	449	0.00276	
NJ	01 - UNEXPIRED TERM	Donald W.	Norcross	D	92786	0.57533	W
NJ	01 - UNEXPIRED TERM	Garry W.	Cobb	W(R)/R	63727	0.39514	
NJ	01 - UNEXPIRED TERM	Scot John	Tomaszewski	WDB	2373	0.01471	
NJ	01 - UNEXPIRED TERM	Robert	Shapiro	SBP	1647	0.01021	
NJ	01 - UNEXPIRED TERM	Donald E.	Letton	DRP	742	0.00460	
NJ	02	Frank A.	LoBiondo	R	108875	0.61460	W
NJ	02	William J., Jr.	Hughes	D	66026	0.37272	
NJ	02	Alexander H.	Spano	DRP	663	0.00374	
NJ	02	Gary	Stein	IND	612	0.00345	
NJ	02	Constantino	Rozzo	ALP	501	0.00283	
NJ	02	Bayode	Olabisi	IND	471	0.00266	
NJ	03	Tom	MacArthur	R	100471	0.53987	W
NJ	03	Aimee	Belgard	D	82537	0.44350	
NJ	03	Frederick John	LaVergne	DRP	3095	0.01663	
NJ	04	Christopher H.	Smith	R	118826	0.67959	W
NJ	04	Ruben M.	Scolavino	D	54415	0.31121	
NJ	04	Scott	Neuman	DRP	1608	0.00920	
NJ	05	Scott	Garrett	R	104678	0.55408	W
NJ	05	Roy	Cho	D	81808	0.43303	
NJ	05	Mark D.	Quick	FA	2435	0.01289	
NJ	06	Frank , Jr.	Pallone	D	72190	0.59930	W
NJ	06	Anthony E.	Wilkinson	R	46891	0.38928	
NJ	06	Dorit	Goikhman	LIB	1376	0.01142	
NJ	07	Leonard	Lance	R	104287	0.59255	W
NJ	07	Janice	Kovach	D	68232	0.38769	
NJ	07	James	Gawron	LIB	3478	0.01976	
NJ	08	Albio	Sires	D	61510	0.77354	W
NJ	08	Jude Anthony	Tiscornia	R	15141	0.19041	
NJ	08	Herbert H.	Shaw	PAC	1192	0.01499	
NJ	08	Pablo	Olivera	WU	1022	0.01285	
NJ	08	Robert	Thorne	TN	653	0.00821	
NJ	09	Bill, Jr.	Pascrell	D	82498	0.68486	W
NJ	09	Dierdre G.	Paul	R	36246	0.30090	
NJ	09	Nestor	Montilla	SI	1715	0.01424	
NJ	10	Donald M., Jr.	Payne	D	95734	0.85383	W
NJ	10	Yolanda	Dentley	R	14154	0.12624	
NJ	10	Gwendolyn A.	Franklin	BBH	1237	0.01103	
NJ	10	Dark	Angel	FV	998	0.00890	
NJ	11	Rodney P.	Frelinghuysen	R	109455	0.62570	W
NJ	11	Mark	Dunec	D	65477	0.37430	
NJ	12	Bonnie Watson	Coleman	D	90430	0.60951	W
NJ	12	Alieta	Eck	R	54168	0.36510	
NJ	12	Don	DeZarn	LMP	1330	0.00896	
NJ	12	Steven	Welzer	GRE	890	0.00600	
NJ	12	Kenneth J.	Cody	TVH	567	0.00382	
NJ	12	Jack	Freudenheim	SC	531	0.00358	
NJ	12	Allen J.	Cannon	DRP	450	0.00303	
NM	01	Michelle	Lujan Grisham	D	105474	0.58586	W
NM	01	Michael H.	Frese	R	74558	0.41414	
NM	02	Steve	Pearce	R	95209	0.64427	W
NM	02	Roxanne "Rocky"	Lara	D	52499	0.35526	
NM	02	Jack A.	McGrann	W	69	0.00047	
NM	03	Ben R.	Lujan	D	113249	0.61523	W
NM	03	Jefferson L.	Byrd	R	70775	0.38449	
NM	03	Thomas F.	Hook	W	52	0.00028	
NY	01	Lee M.	Zeldin	CRV	16973	0.09819	W
NY	01	Lee M.	Zeldin	R	77062	0.44579	W
NY	01	Timothy H.	Bishop	D	68387	0.39561	
NY	01	Timothy H.	Bishop	IDP	4878	0.02822	
NY	01	Timothy H.	Bishop	WF	5457	0.03157	
NY	01		Scattered	W	108	0.00062	
NY	02	Peter T.	King	R/TRP	76659	0.55020	W
NY	02	Peter T.	King	CRV	13789	0.09897	W
NY	02	Peter T.	King	IDP	4729	0.03394	W
NY	02	Patricia	Maher	D	41814	0.30011	
NY	02	William D.	Stevenson	GRE	2281	0.01637	
NY	02		Scattered	W	58	0.00042	
NY	03	Steve J.	Israel	D	80393	0.48908	W
NY	03	Steve J.	Israel	IDP	4448	0.02706	W
NY	03	Steve J.	Israel	WF	5191	0.03158	W
NY	03	Grant M.	Lally	R	63219	0.38460	
NY	03	Grant M.	Lally	CRV/LIB	11050	0.06722	
NY	03		Scattered	W	74	0.00045	
NY	04	Kathleen M.	Rice	WF	6021	0.03540	W
NY	04	Kathleen M.	Rice	D	83772	0.49249	W
NY	04	Bruce A.	Blakeman	R/TRP	67811	0.39866	
NY	04	Bruce A.	Blakeman	IDP	2437	0.01433	
NY	04	Bruce A.	Blakeman	CRV	9879	0.05808	
NY	04		Scattered	W	179	0.00105	
NY	05	Gregory  W.	Meeks	D	75712	0.94852	W
NY	05	Allen F.	Steinhardt	AFC	3870	0.04848	
NY	05		Scattered	W	239	0.00299	
NY	06	Grace	Meng	D	49227	0.87963	W
NY	06	Grace	Meng	WF	6141	0.10973	W
NY	06		Scattered	W	595	0.01063	
NY	07	Nydia M.	Valezquez	WF	9451	0.14811	W
NY	07	Nydia M.	Valezquez	D	47142	0.73876	W
NY	07	Jose Luis	Fernandez	R	5713	0.08953	
NY	07	Allan E.	Romaguera	CRV	1398	0.02191	
NY	07		Scattered	W	108	0.00169	
NY	08	Hakeem S.	Jeffries	D	70469	0.83893	W
NY	08	Hakeem S.	Jeffries	WF	6786	0.08079	W
NY	08	Alan	Bellone	CRV	6673	0.07944	
NY	08		Scattered	W	71	0.00085	
NY	09	Yvette D.	Clarke	D	70997	0.76696	W
NY	09	Yvette D.	Clarke	WF	11662	0.12598	W
NY	09	Daniel J.	Cavanagh	CRV	9727	0.10508	
NY	09		Scattered	W	183	0.00198	
NY	10	Jerrold L.	Nadler	D	73945	0.72580	W
NY	10	Jerrold L.	Nadler	WF	15135	0.14856	W
NY	10	Ross	Brady	CRV	12042	0.11820	
NY	10	Michael J.	Dilger	FEP	554	0.00544	
NY	10		Scattered	W	205	0.00201	
NY	11	Michael G.	Grimm	R	48291	0.44979	W
NY	11	Michael G.	Grimm	CRV	8251	0.07685	W
NY	11	Michael G.	Grimm	IDP	2344	0.02183	W
NY	11	Domenic M., Jr.	Recchia	D	41429	0.38588	
NY	11	Domenic M., Jr.	Recchia	WF	3815	0.03553	
NY	11	Henry J.	Bardel	GRE	2687	0.02503	
NY	11		Scattered	W	546	0.00509	
NY	12	Carolyn B.	Maloney	D	78440	0.69153	W
NY	12	Carolyn B.	Maloney	WF	12163	0.10723	W
NY	12	Nicholas S.	Di Iorio	R	19564	0.17248	
NY	12	Nicholas S.	Di Iorio	CRV	1841	0.01623	
NY	12	Nicholas S.	Di Iorio	IDP	1326	0.01169	
NY	12		Scattered	W	95	0.00084	
NY	13	Charles B.	Rangel	D	63437	0.80963	W
NY	13	Charles B.	Rangel	WF	4959	0.06329	W
NY	13	Daniel Vila	Rivera	GRE	9806	0.12515	
NY	13		Scattered	W	151	0.00193	
NY	14	Joseph	Crowley	D	45370	0.79313	W
NY	14	Joseph	Crowley	WF	4982	0.08709	W
NY	14	Elizabeth	Perri	CRV	6735	0.11774	
NY	14		Scattered	W	117	0.00205	
NY	15	Jose E.	Serrano	WF	1778	0.03143	W
NY	15	Jose E.	Serrano	D	53128	0.93927	W
NY	15	Eduardo	Ramirez	CRV	1047	0.01851	
NY	15	William	Edstrom	GRE	568	0.01004	
NY	15		Scattered	W	42	0.00074	
NY	16	Eliot L.	Engel	D	90088	0.89737	W
NY	16	Eliot L.	Engel	WF	9570	0.09533	W
NY	16		Scattered	W	733	0.00730	
NY	17	Nita M.	Lowey	D	89295	0.51303	W
NY	17	Nita M.	Lowey	WF	8855	0.05088	W
NY	17	Christopher E.	Day	R	63549	0.36511	
NY	17	Christopher E.	Day	CRV	12232	0.07028	
NY	17		Scattered	W	123	0.00071	
NY	18	Sean Patrick	Maloney	D	76235	0.42568	W
NY	18	Sean Patrick	Maloney	WF	12758	0.07124	W
NY	18	Nan	Hayworth	R	66523	0.37145	
NY	18	Nan	Hayworth	CRV	15714	0.08774	
NY	18	Nan	Hayworth	IDP	3423	0.01911	
NY	18	Scott A.	Smith	MSC	4294	0.02398	
NY	18		Scattered	W	144	0.00080	
NY	19	Christopher P.	Gibson	R	102118	0.50015	W
