State	District	First Name	Last Name	Party	Votes	Vote fraction	Winner
KY	S	David M.	Patterson	LIB	44240	0.03081	
KY	S	Mike	Maggard	W	17	0.00001	
KY	S	Robert Edward	Ransdell	W	53	0.00004	
KY	S	Shawna	Sterling	W	9	0.00001	
LA	S	"Bill"	Cassidy	R	603048	0.40967	W (Runoff)
LA	S	Mary L.	Landrieu	D	619402	0.42078	
LA	S	"Rob"	Maness	R	202556	0.13760	
LA	S	Thomas	Clements	R	14173	0.00963	
LA	S	Brannon Lee	McMorris	LIB	13034	0.00885	
LA	S	Wayne	Ables	D	11323	0.00769	
LA	S	William P., Jr.	Waymire	D	4673	0.00317	
LA	S	Vallian	Senegal	D	3835	0.00261	
ME	S	Susan M.	Collins	R	413495	0.68459	W
ME	S	Shenna	Bellows	D	190244	0.31497	
ME	S		Others	W	269	0.00045	
MA	S	Edward J.	Markey	D	1289944	0.61869	W
MA	S	Brian J.	Herr	R	791950	0.37984	
MA	S		All Others	W	3072	0.00147	
MA	S	Brian R.	Muello	W	6	0.00000	
MI	S	Gary	Peters	D	1704936	0.54614	W
MI	S	Terri Lynn	Land	R	1290199	0.41329	
MI	S	Jim	Fulner	LIB	62897	0.02015	
MI	S	Richard A.	Matkin	UST	37529	0.01202	
MI	S	Chris	Wahmhoff	GRE	26137	0.00837	
MI	S	Jeff	Jones	W	67	0.00002	
MI	S	Robert	Boensch	W	6	0.00000	
MI	S	Douglas	Troszak	W	4	0.00000	
MN	S	Al	Franken	DFL	1053205	0.53151	W
MN	S	Mike	McFadden	R	850227	0.42908	
MN	S	Steve	Carlson	IDP	47530	0.02399	
MN	S	Heather	Johnson	LIB	29685	0.01498	
MN	S		Scattered	W	881	0.00044	
MS	S	Thad	Cochran	R	378481	0.59900	W
MS	S	Travis W.	Childers	D	239439	0.37894	
MS	S	Shawn	O'Hara	REF	13938	0.02206	
MT	S	Steve	Daines	R	213709	0.57786	W
MT	S	Amanda	Curtis	D	148184	0.40069	
MT	S	Roger	Roots	LIB	7933	0.02145	
NE	S	Ben	Sasse	R	347636	0.64337	W
NE	S	Dave	Domina	D	170127	0.31485	
NE	S	Jim	Jenkins	BP	15868	0.02937	
NE	S	Todd F.	Watson	BP	6260	0.01159	
NE	S		Scattered	W	446	0.00083	
NH	S	Jeanne	Shaheen	D	251184	0.51455	W
NH	S	Scott P.	Brown	R	235347	0.48211	
NH	S		Scattered	W	1628	0.00333	
NJ	S	Cory	Booker	D	1043866	0.55836	W
NJ	S	Jeff	Bell	R	791297	0.42326	
NJ	S	Joseph	Baratelli	LIB	16721	0.00894	
NJ	S	Hank	Schroeder	EG	5704	0.00305	
NJ	S	Jeff	Boss	IND	4513	0.00241	
NJ	S	Martin Eugene	LaVergne	DRP	3890	0.00208	
NJ	S	Antonio N.	Sabas	IND	3544	0.00190	
NM	S	Tom	Udall	D	286409	0.55559	W
NM	S	Allen E.	Weh	R	229097	0.44441	
NC	S	Thom	Tillis	R	1423259	0.48821	W
NC	S	Kay	Hagan	D	1377651	0.47256	
NC	S	Sean	Haugh	LIB	109100	0.03742	
NC	S		Scattered	W	4307	0.00148	
NC	S	John	Rhodes	W	621	0.00021	
NC	S	David	Waddell	W	201	0.00007	
NC	S	Barry	Gurney	W	142	0.00005	
OK	S  - FULL TERM	Jim	Inhofe	R	558166	0.68008	W
OK	S  - FULL TERM	Matt	Silverstein	D	234307	0.28549	
OK	S  - FULL TERM	Joan	Farr	IND	10554	0.01286	
OK	S  - FULL TERM	Ray	Woods	IND	9913	0.01208	
OK	S  - FULL TERM	Aaron	DeLozier	IND	7793	0.00950	
OK	S-UNEXPIRED TERM	James	Lankford	R	557002	0.67853	W
OK	S-UNEXPIRED TERM	Connie	Johnson	D	237923	0.28984	
OK	S-UNEXPIRED TERM	Mark T.	Beard	IND	25965	0.03163	
OR	S	Jeff	Merkley	DEM/IP/PRO/WF	814537	0.55728	W
OR	S	Monica	Wehby	R	538847	0.36866	
OR	S	Mike	Montchalin	LIB	44916	0.03073	
OR	S	Christina Jean	Lugo	PG	32434	0.02219	
OR	S	James E.	Leuenberger	CON	24212	0.01657	
OR	S		Scattered	W	6672	0.00456	
RI	S	John F.	Reed	D	223675	0.70583	W
RI	S	Mark S.	Zaccaria	R	92684	0.29247	
RI	S		Scattered	W	531	0.00168	
RI	S	Bob	Healy	W	8	0.00003	
SC	S   (Full Term)	Lindsey	Graham	R	672941	0.54266	W
SC	S   (Full Term)	Brad	Hutto	WF	24207	0.01952	
SC	S   (Full Term)	Brad	Hutto	D	456726	0.36831	
SC	S   (Full Term)	Victor	Kocher	LIB	33839	0.02729	
SC	S   (Full Term)	Thomas	Ravenel	PET	47588	0.03838	
SC	S   (Full Term)		Scattered	W	4774	0.00385	
SC	S   (Unexpired Term)	Tim	Scott	R	757215	0.61116	W
SC	S   (Unexpired Term)	Joyce	Dickerson	D	459583	0.37094	
SC	S   (Unexpired Term)	Jill	Bossi	AM	21652	0.01748	
SC	S   (Unexpired Term)		Scattered	W	532	0.00043	
SD	S	Mike	Rounds	R	140741	0.50370	W
SD	S	Rick	Weiland	D	82456	0.29511	
SD	S	Larry	Pressler	IND	47741	0.17086	
SD	S	Gordon	Howie	IND	8474	0.03033	
TN	S	Lamar	Alexander	R	850087	0.61867	W
TN	S	Erin Kent	Magee	R/W	5	0.00000	
TN	S	Gordon	Ball	D	437848	0.31865	
TN	S	Joe	Wilmoth	CON	36088	0.02626	
TN	S	Martin	Pleasant	GRE	12570	0.00915	
TN	S	Tom, Jr.	Emerson	IND	11157	0.00812	
TN	S	Danny	Page	IND	7713	0.00561	
TN	S	Rick	Tyler	IND	5759	0.00419	
TN	S	Joshua	James	IND	5678	0.00413	
TN	S	Bartholomew J.	Phillips	IND	2386	0.00174	
TN	S	Edmund L.	Gauthier	IND	2314	0.00168	
TN	S	Eric	Schechter	IND	1673	0.00122	
TN	S	C.	Salekin	IND	787	0.00057	
TX	S	John	Cornyn	R	2861531	0.61560	W
TX	S	David M.	Alameel	D	1597387	0.34365	
TX	S	Rebecca	Paddock	LIB	133751	0.02877	
TX	S	Emily "Spicybrown"	Sanchez	GRE	54701	0.01177	
TX	S	Mohammed	Tahiro	W	988	0.00021	
VA	S	Mark R.	Warner	D	1073667	0.49150	W
VA	S	Ed W.	Gillespie	R	1055940	0.48338	
VA	S	Robert C.	Sarvis	LIB	53102	0.02431	
VA	S		Scattered	W	1764	0.00081	
WV	S	Shelly Moore	Capito	R	281820	0.62117	W
WV	S	Natalie	Tennant	D	156360	0.34464	
WV	S	John S.	Buckley	LIB	7409	0.01633	
WV	S	Bob Henry	Baber	MTP	5504	0.01213	
WV	S	Phil	Hudok	CON	2566	0.00566	
WV	S	Alex Wolf	Weinstein	W	10	0.00002	
WV	S	Roger	Smith	W	8	0.00002	
WV	S	Dino	Battista	W	7	0.00002	
WV	S	Larry Eugene	Butcher	W	5	0.00001	
WY	S	Mike	Enzi	R	121554	0.72186	W
WY	S	Charlie	Hardy	D	29377	0.17446	
WY	S	Curt	Gottshall	IND	13311	0.07905	
WY	S	Joseph S.	Porambo	LIB	3677	0.02184	
WY	S		Scattered	W	471	0.00280	
AL	01	Bradley	Byrne	R	103758	0.68157	W
AL	01	Burton R.	LeFlore	D	48278	0.31713	
AL	01			W	198	0.00130	
AL	02	Martha	Roby	R	113103	0.67342	W
AL	02	Erick	Wright	D	54692	0.32564	
AL	02			W	157	0.00093	
AL	03	Mike	Rogers	R	103558	0.66121	W
AL	03	Jesse T.	Smith	D	52816	0.33722	
AL	03			W	246	0.00157	
AL	04	Robert	Aderholt	R	132831	0.98574	W
AL	04			W	1921	0.01426	
AL	05	Mo	Brooks	R	115338	0.74424	W
AL	05	Mark	Bray	IND	39005	0.25169	
AL	05			W	631	0.00407	
AL	06	Gary	Palmer	R	135945	0.76181	W
AL	06	Mark	Lester	D	42291	0.23699	
AL	06			W	213	0.00119	
AL	07	Terri A.	Sewell	D	133687	0.98372	W
AL	07			W	2212	0.01628	
AK	00	Don	Young	R	142572	0.50966	W
AK	00	Forrest	Dunbar	D	114602	0.40967	
AK	00	Jim C.	McDermott	LIB	21290	0.07611	
AK	00			W	1277	0.00456	
AS	00	Aumua	Amata	R	4306	0.42026	W
AS	00	Eni F. H.	Faleomavaega	D	3157	0.30812	
AS	00	Togiola	Tulafono	D	1130	0.11029	
AS	00	Mapu S.	Jamias	D	652	0.06363	
AS	00	Rosie Fuala'au Tago	Lancaster	IND	268	0.02616	
AS	00	Meleagi	Suitonu-Chapman	D	229	0.02235	
AS	00	Tuika	Tuika	IND	201	0.01962	
AS	00	Tuā'au Kereti, Jr.	Māta'utia	D	160	0.01562	
AS	00	Mark	Ude	IND	143	0.01396	
AZ	01	Ann	Kirkpatrick	D	97391	0.52611	W
AZ	01	Andy	Tobin	R	87723	0.47389	
AZ	02	Martha	McSally	R	109714	0.50014	W
AZ	02	Ron	Barber	D	109547	0.49938	
AZ	02	Sampson U.	Ramirez	W	56	0.00026	
AZ	02	Sydney	Dudikoff	W	48	0.00022	
AZ	03	Raul	Grijalva	D	58192	0.55725	W
AZ	03	Gabby	Saucedo Mercer	R	46185	0.44227	
AZ	03	F.	Sánchez	W	43	0.00041	
AZ	03	Lee	Thompson	W	8	0.00008	
AZ	04	Paul	Gosar	R	122560	0.69963	W
AZ	04	Mike	Weisser	D	45179	0.25790	
AZ	04	Chris	Rike	W(LIB)/LIB	7440	0.04247	
AZ	05	Matt	Salmon	R	124867	0.69578	W
AZ	05	James	Woods	D	54596	0.30422	
AZ	06	David	Schweikert	R	129578	0.64862	W
AZ	06	W. John	Williamson	D	70198	0.35138	
AZ	07	Ruben	Gallego	D	54235	0.74854	W
AZ	07	Joe	Cobb	LIB	10715	0.14789	
AZ	07	Rebecca	DeWitt	W(AE)/AE	3858	0.05325	
AZ	07	José	Peñalosa	JP	3496	0.04825	
AZ	07	Gary	Dunn	W	129	0.00178	
AZ	07	Gustavo	Ortega	W	17	0.00023	
AZ	07	Samuel	Esquivel	W	4	0.00006	
AZ	08	Trent	Franks	R	128710	0.75812	W
AZ	08	Stephen	Dolgos	W(AE)/AE	41066	0.24188	
AZ	09	Kyrsten	Sinema	D	88609	0.54676	W
AZ	09	Wendy	Rogers	R	67841	0.41861	
AZ	09	Powell	Gammill	W(LIB)/LIB	5612	0.03463	
AR	01	Rick	Crawford	R	124139	0.63254	W
AR	01	Jackie	McPherson	D	63555	0.32384	
AR	01	Brian Scott	Willhite	LIB	8562	0.04363	
AR	02	French	Hill	R	123073	0.51857	W
AR	02	Patrick Henry	Hays	D	103477	0.43600	
AR	02	Debbie	Standiford	LIB	10590	0.04462	
AR	02	Charles	Neely	W	190	0.00080	
AR	03	Steve	Womack	R	151630	0.79414	W
AR	03	Grant	Brand	LIB	39305	0.20586	
AR	04	Bruce	Westerman	R	110789	0.53747	W
AR	04	James Lee	Witt	D	87742	0.42566	
AR	04	Ken	Hamilton	LIB	7598	0.03686	
AR	04	Janis K.	Percefull	W	2	0.00001	
CA	01	Doug	La Malfa	R	132052	0.61030	W
CA	01	Heidi	Hall	D	84320	0.38970	
CA	02	Jared	Huffman	D	163124	0.74991	W
CA	02	Dale K.	Mensing	R	54400	0.25009	
CA	03	John	Garamendi	D	79224	0.52725	W
CA	03	Dan	Logue	R	71036	0.47275	
CA	04	Tom	McClintock	R	126784	0.60049	W
CA	04	Arthur "Art"	Moore	R	84350	0.39951	
CA	05	Mike	Thompson	D	129613	0.75732	W
CA	05	James	Hinton	NOP	41535	0.24268	
CA	06	Doris	Matsui	D	97008	0.72689	W
CA	06	Joseph, Sr.	McCray	R	36448	0.27311	
CA	07	Ami	Bera	D	92521	0.50396	W
CA	07	Doug	Ose	R	91066	0.49604	
CA	08	Paul	Cook	R	77480	0.67647	W
CA	08	Bob	Conaway	D	37056	0.32353	
CA	09	Jerry	McNerney	D	63475	0.52370	W
CA	09	Antonio C. "Tony"	Amador	R	57729	0.47630	
CA	10	Jeff	Denham	R	70582	0.56149	W
CA	10	Michael	Eggman	D	55123	0.43851	
CA	11	Mark	Desaulnier	D	117502	0.67274	W
CA	11	Tue	Phan	R	57160	0.32726	
CA	12	Nancy	Pelosi	D	160067	0.83254	W
CA	12	John	Dennis	R	32197	0.16746	
CA	13	Barbara	Lee	D	168491	0.88479	W
CA	13	Dakin	Sundeen	R	21940	0.11521	
CA	14	Jackie	Speier	D	114389	0.76696	W
CA	14	Robin	Chew	R	34757	0.23304	
CA	15	Eric	Swalwell	D	99756	0.69805	W
CA	15	Hugh	Bussell	R	43150	0.30195	
CA	16	Jim	Costa	D	46277	0.50731	W
CA	16	Johnny	Tacherra	R	44943	0.49269	
CA	17	Mike	Honda	D	69561	0.51754	W
CA	17	Ro	Khanna	D	64847	0.48246	
CA	18	Anna G.	Eshoo	D	133060	0.67754	W
CA	18	Richard B.	Fox	R	63326	0.32246	
CA	19	Zoe	Lofgren	D	85888	0.67211	W
CA	19	Robert	Murray	D	41900	0.32789	
CA	20	Sam	Farr	D	106034	0.75178	W
CA	20	Ronald Paul	Kabat	NOP	35010	0.24822	
CA	21	David	Valadao	R	45907	0.57834	W
CA	21	Amanda	Renteria	D	33470	0.42166	
CA	22	Devin G.	Nunes	R	96053	0.72035	W
CA	22	Suzanna "Sam"	Augilera-Marrero	D	37289	0.27965	
CA	23	Kevin	McCarthy	R	100317	0.74839	W
CA	23	Raul	Garcia	D	33726	0.25161	
CA	24	Lois	Capps	D	103228	0.51927	W
CA	24	Chris	Mitchum	R	95566	0.48073	
CA	25	Steve	Knight	R	60847	0.53341	W
CA	25	Tony	Strickland	R	53225	0.46659	
CA	26	Julia	Brownley	D	87176	0.51332	W
CA	26	Jeff	Gorell	R	82653	0.48668	
CA	27	Judy	Chu	D	75728	0.59357	W
CA	27	Jack	Orswell	R	51852	0.40643	
CA	28	Adam B.	Schiff	D	91996	0.76495	W
CA	28	Steve	Stokes	NOP	28268	0.23505	
CA	29	Tony	Cardenas	D	50096	0.74613	W
CA	29	William O'Callaghan	Leader	R	17045	0.25387	
CA	30	Brad	Sherman	D	86568	0.65640	W
CA	30	Mark S.	Reed	R	45315	0.34360	
CA	31	Pete	Aguilar	D	51622	0.51734	W
CA	31	Paul	Chabot	R	48162	0.48266	
CA	32	Grace F.	Napolitano	D	50353	0.59656	W
CA	32	Arturo Enrique	Alas	R	34053	0.40344	
CA	33	Ted	Lieu	D	108331	0.59187	W
CA	33	Elan	Carr	R	74700	0.40813	
CA	34	Xavier	Becerra	D	44697	0.72535	W
CA	34	Adrienne Nicole	Edwards	D	16924	0.27465	
CA	35	Norma J.	Torres	D	39502	0.63452	W
CA	35	Christina	Gagnier	D	22753	0.36548	
CA	36	Raul	Ruiz	D	72682	0.54184	W
CA	36	Brian	Nestande	R	61457	0.45816	
CA	37	Karen	Bass	D	96787	0.84281	W
CA	37	R. Adam	King	R	18051	0.15719	
CA	38	Linda T.	Sanchez	D	58192	0.59090	W
CA	38	Benjamin	Campos	R	40288	0.40910	
CA	39	Ed	Royce	R	91319	0.68545	W
CA	39	Peter O.	Anderson	D	41906	0.31455	
CA	40	Lucille	Roybal-Allard	D	30208	0.61176	W
CA	40	David	Sanchez	D	19171	0.38824	
CA	41	Mark	Takano	D	46948	0.56643	W
CA	41	Steve	Adams	R	35936	0.43357	
CA	42	Ken	Calvert	R	74540	0.65738	W
CA	42	Tim	Sheridan	D	38850	0.34262	
CA	43	Maxine	Waters	D	69681	0.70957	W
CA	43	John, Jr.	Wood	R	28521	0.29043	
CA	44	Janice	Hahn	D	59670	0.86652	W
CA	44	Adam	Shbeita	W(PAF)/PAF	9192	0.13348	
CA	45	Mimi	Walters	R	106083	0.65121	W
CA	45	Drew E.	Leavens	D	56819	0.34879	
CA	46	Loretta	Sanchez	D	49738	0.59699	W
CA	46	Adam	Nick	R	33577	0.40301	
CA	47	Alan	Lowenthal	D	69091	0.55989	W
CA	47	Andy	Whallon	R	54309	0.44011	
CA	48	Dana	Rohrabacher	R	112082	0.64122	W
CA	48	Suzanne Joyce	Savary	D	62713	0.35878	
CA	49	Darrell	Issa	R	98161	0.60169	W
CA	49	Dave	Peiser	D	64981	0.39831	
CA	50	Duncan D.	Hunter	R	111997	0.71200	W
CA	50	James H.	Kimber	D	45302	0.28800	
CA	51	Juan	Vargas	D	56373	0.68790	W
CA	51	Stephen	Meade	R	25577	0.31210	
CA	52	Scott	Peters	D	98826	0.51587	W
CA	52	Carl	DeMaio	R	92746	0.48413	
CA	53	Susan A.	Davis	D	87104	0.58837	W
CA	53	Larry A.	Wilske	R	60940	0.41163	
CO	01	Diana	DeGette	D	183281	0.65811	W
CO	01	Martin	Walsh	R	80682	0.28971	
CO	01	Frank	Atwood	LIB	9292	0.03337	
CO	01	Danny E.	Stroud	UN	5236	0.01880	
CO	01	Daniel	Kirschler	W	2	0.00001	
CO	01	Logan	Blackburn	W	1	0.00000	
CO	02	Jared	Polis	D	196300	0.56743	W
CO	02	George	Leing	R	149645	0.43257	
CO	03	Scott R.	Tipton	R	163011	0.57982	W
CO	03	Abel J.	Tapia	D	100364	0.35699	
CO	03	Tisha T.	Casida	UN	11294	0.04017	
CO	03	Travis	Mero	LIB	6472	0.02302	
CO	04	Ken	Buck	R	185292	0.64673	W
CO	04	Vic	Meyers	D	83727	0.29223	
CO	04	Jess	Loban	LIB	9472	0.03306	
CO	04	Grant	Doherty	UN	8016	0.02798	
CO	05	Doug	Lamborn	R	157182	0.59798	W
CO	05	Irv	Halter	D	105673	0.40202	
CO	06	Mike	Coffman	R	143467	0.51898	W
CO	06	Andrew	Romanoff	D	118847	0.42992	
CO	06	Norm	Olsen	LIB	8623	0.03119	
CO	06	Gary	Swing	GRE	5503	0.01991	
CO	07	Ed	Perlmutter	D	148225	0.55073	W
CO	07	Don	Ytterberg	R	120918	0.44927	
CT	01	John B.	Larson	D	127430	0.58486	W
CT	01	John B.	Larson	WF	8395	0.03853	W
CT	01	Matthew M.	Corey	R	78609	0.36079	
CT	01	Jeffery	Russell	GRE	3447	0.01582	
CT	02	Joe	Courtney	D	131294	0.57601	W
CT	02	Joe	Courtney	WF	10654	0.04674	W
CT	02	Lori	Hopkins-Cavanagh	R	80837	0.35465	
CT	02	William C.	Clyde	GRE	2549	0.01118	
CT	02	Daniel	Reale	LIB	2602	0.01142	
CT	03	Rosa L.	DeLauro	D	130009	0.61927	W
CT	03	Rosa L.	DeLauro	WF	10476	0.04990	W
CT	03	James E.	Brown	R	69454	0.33083	
CT	04	Jim	Himes	D	101401	0.51007	W
CT	04	Jim	Himes	WF	5472	0.02753	W
CT	04	Dan	Debicella	R	88209	0.44371	
CT	04	Dan	Debicella	IP	3713	0.01868	
CT	04	Stephen A.	Miller	W	3	0.00002	W
CT	04	Sophie E.	Pastore	W	2	0.00001	W
CT	05	Elizabeth	Esty	D	106256	0.49815	W
CT	05	Elizabeth	Esty	WF	7308	0.03426	W
CT	05	John J.	Pistone	PC	1970	0.00924	
CT	05	Mark	Greenberg	R	92404	0.43321	
CT	05	Mark	Greenberg	IP	5363	0.02514	
DE	00	John C., Jr.	Carney	D	137251	0.59258	W
DE	00	Rose	Izzo	R	85146	0.36762	
DE	00	Bernard	August	GRE	4801	0.02073	
DE	00	Scott	Gesty	LIB	4419	0.01908	
DC	00	Eleanor H.	Norton	D	143923	0.83728	W
DC	00	Nelson F.	Rimensnyder	R	11673	0.06791	
DC	00	Timothy J.	Krepp	IND	9101	0.05295	
DC	00	Natale Lino	Stracuzzi	DCG	6073	0.03533	
DC	00		Scattered	W	1123	0.00653	
FL	01	Jeff	Miller	R	165086	0.70147	W
FL	01	Jim	Bryan	D	54976	0.23360	
FL	01	Mark	Wichern	NPA	15281	0.06493	
FL	02	Gwen	Graham	D	126096	0.50483	W
FL	02	Steve	Southerland	R	123262	0.49348	
FL	02	Luther	Lee	W	422	0.00169	
FL	03	Ted	Yoho	R	148691	0.64985	W
FL	03	Marihelen	Wheeler	D	73910	0.32302	
FL	03	Howard Term Limits	Lawson	NPA	6208	0.02713	
FL	04	Ander	Crenshaw	R	177887	0.78277	W
FL	04	Paula	Moser-Bartlett	NPA	35663	0.15693	
FL	04	Gary L.	Koniz	NPA	13690	0.06024	
FL	04	Deborah Katz	Pueschel	W	13	0.00006	
FL	05	Corrine	Brown	D	112340	0.65475	W
FL	05	Glo	Smith	R	59237	0.34525	
FL	06	Ron	DeSantis	R	166254	0.62545	W
FL	06	David	Cox	D	99563	0.37455	
FL	07	John	Mica	R	144474	0.63599	W
FL	07	Wes	Neuman	D	73011	0.32140	
FL	07	Al	Krulick	NPA	9679	0.04261	
FL	08	Bill	Posey	R	180728	0.65836	W
FL	08	Gabriel	Rothblatt	D	93724	0.34142	
FL	08	Christopher L., Jr	Duncan	W	61	0.00022	
FL	09	Alan	Grayson	D	93850	0.53975	W
FL	09	Carol	Platt	R	74963	0.43112	
FL	09	Marko	Milakovich	NPA	5060	0.02910	
FL	09	Leon Leo	Ray	W	5	0.00003	
FL	10	Daniel	Webster	R	143128	0.61541	W
FL	10	Michael	McKenna	D	89426	0.38451	
FL	10	David B.	Falstad	W	20	0.00009	
FL	11	Richard B. "Rich"	Nugent	R	181508	0.66659	W
FL	11	Dave	Koller	D	90786	0.33341	
FL	13	David W.	Jolly	R	168172	0.75219	W
FL	13	Lucas	Overby	LBF	55318	0.24742	
FL	13	Michael Stephen	Levinson	W	86	0.00038	
FL	15	Dennis A.	Ross	R	128750	0.60281	W
FL	15	Alan M.	Cohn	D	84832	0.39719	
FL	16	Vern	Buchanan	R	169126	0.61539	W
FL	16	Henry	Lawrence	D	105483	0.38381	
FL	16	Joe	Newman	W	220	0.00080	
FL	17	Tom	Rooney	R	141493	0.63235	W
FL	17	Will	Bronson	D	82263	0.36765	
FL	18	Patrick	Murphy	D	151478	0.59784	W
FL	18	Carl J.	Domino	R	101896	0.40216	
FL	19	Curt	Clawson	R	159354	0.64552	W
FL	19	April	Freeman	D	80824	0.32741	
FL	19	Ray	Netherwood	LBF	6671	0.02702	
FL	19	Timothy J.	Rossano	W	12	0.00005	
FL	20	Alcee L.	Hasting	D	128498	0.81604	W
FL	20	Jay	Bonner	R	28968	0.18396	
FL	21	Ted	Deutch	D	153395	0.99627	W
FL	21	W. Michael	Trout	W	575	0.00373	
FL	22	Lois	Frankel	D	125404	0.58032	W
FL	22	Paul	Spain	R	90685	0.41965	
FL	22	Raymond	Schamis	W	7	0.00003	
FL	23	Debbie Wasserman	Schultz	D	103269	0.62668	W
FL	23	Joseph "Joe"	Kaufman	R	61519	0.37332	
FL	24	Frederica S.	Wilson	D	129192	0.86175	W
FL	24	Dufirstson Julio	Neree	R	15239	0.10165	
FL	24	Luis E.	Fernandez	NPA	5487	0.03660	
FL	26	Carlos	Curbelo	R	83031	0.51464	W
FL	26	Joe	Garcia	D	78306	0.48536	
GA	01	E. L. "Buddy"	Carter	R	95337	0.60914	W
GA	01	Brian Corwin	Reese	D	61175	0.39086	
GA	02	Sanford D.	Bishop	D	96363	0.59155	W
GA	02	Gregory P. "Greg"	Duke	R	66537	0.40845	
GA	03	Lynn Acton	Westmoreland	R	156277	1.00000	W
GA	04	Henry C. "Hank," Jr.	Johnson	D	161211	0.99932	W
GA	04	Raymond L.	Davis	W	109	0.00068	
GA	05	John R.	Lewis	D	170326	1.00000	W
GA	06	Thomas E. "Tom"	Price	R	139018	0.66041	W
GA	06	Robert G.	Montigel	D	71486	0.33959	
GA	07	William Robert "Rob"	Woodall	R	113557	0.65387	W
GA	07	Thomas Dee	Wight	D	60112	0.34613	
GA	08	James Austin	Scott	R	129938	0.99909	W
GA	08	Ronald L.	Cain	W	119	0.00091	
GA	09	Douglas Allen "Doug"	Collins	R	146059	0.80675	W
GA	09	David Donald	Vogel	D	34988	0.19325	
GA	10	Jody B.	Hice	R	130703	0.66522	W
GA	10	Ivory Kenneth "Ken"	Dious	D	65777	0.33478	
GA	11	Barry D.	Loudermilk	R	161532	1.00000	W
GA	12	Richard "Rick"	Allen	R	91336	0.54753	W
GA	12	John Jenkins	Barrow	D	75478	0.45247	
GA	13	David Albert	Scott	D	159445	1.00000	W
GA	14	John Thomas "Tom"	Graves	R	118782	1.00000	W
GU	00	Madeleine Z.	Bordallo	D	20693	0.57863	W
GU	00	Margaret G.	Metcalfe	R	14956	0.41821	
GU	00		Scattered	W	113	0.00316	
HI	01	Mark	Takai	D	93390	0.51928	
HI	01	Charles	Djou	R	86454	0.48072	
HI	02	Tulsi	Gabbard	D	142010	0.78749	W
HI	02	Kawika	Crowley	R	33630	0.18649	
HI	02	Joe	Kent	LIB	4693	0.02602	
ID	01	Raul R.	Labrador	R	143580	0.65008	W
ID	01	Reed C.	McCandless	R/W	7	0.00003	
ID	01	Shirley G.	Ringo	D	77277	0.34988	
ID	02	Mike	Simpson	R	131492	0.61361	W
ID	02	Richard	Stallings	D	82801	0.38639	
