State	District	First Name	Last Name	Party	Votes	Vote fraction	Winner
CA	50	David B.	Secor	D	83455	0.32310	
CA	51	Juan	Vargas	D	113934	0.71478	W
CA	51	Michael	Crimmins	R	45464	0.28522	
CA	52	Scott	Peters	D	151451	0.51181	W
CA	52	Brian	Bilbray	R	144459	0.48819	
CA	53	Susan A.	Davis	D	164825	0.61431	W
CA	53	Nick	Popaditch	R	103482	0.38569	
CA	S	Dianne	Feinstein	D	7864624	0.62524	W
CA	S	Elizabeth	Emken	R	4713887	0.37476	
CO	01	Diana	DeGette	D	237579	0.68225	W
CO	01	Danny	Stroud	R	93217	0.26769	
CO	01	Frank	Atwood	LIB	12585	0.03614	
CO	01	Gary	Swing	GRE	4829	0.01387	
CO	01	Thomas Henry	Juniel	W	18	0.00005	
CO	02	Jared	Polis	D	234758	0.55685	W
CO	02	Kevin	Lundberg	R	162639	0.38578	
CO	02	Randy	Luallin	LIB	13770	0.03266	
CO	02	Susan P.	Hall	GRE	10413	0.02470	
CO	03	Scott R.	Tipton	R	185291	0.53310	W
CO	03	Sal	Pace	D	142920	0.41119	
CO	03	Tisha T.	Casida	UN	11125	0.03201	
CO	03	Gregory	Gilman	LIB	8212	0.02363	
CO	03	Jaime	McMillan	W	26	0.00007	
CO	04	Cory	Gardner	R	200006	0.58424	W
CO	04	Brandon	Shaffer	D	125800	0.36748	
CO	04	Josh	Gilliland	LIB	10682	0.03120	
CO	04	Doug	Aden	AMC	5848	0.01708	
CO	05	Doug	Lamborn	R	199639	0.64979	W
CO	05	Dave	Anderson	UN	53318	0.17354	
CO	05	Jim	Pirtle	LIB	22778	0.07414	
CO	05	Misha	Luzov	GRE	18284	0.05951	
CO	05	Kenneth R.	Harvell	AMC	13212	0.04300	
CO	05	George Allen	Cantrell	W	6	0.00002	
CO	06	Mike	Coffman	R	163938	0.47807	W
CO	06	Joe	Miklosi	D	156937	0.45766	
CO	06	Kathy	Polhemus	UN	13442	0.03920	
CO	06	Patrick E.	Provost	LIB	8597	0.02507	
CO	07	Ed	Perlmutter	D	182460	0.53512	W
CO	07	Joe	Coors	R	139066	0.40785	
CO	07	Douglas "Dayhorse"	Campbell	AMC	10296	0.03020	
CO	07	Buck	Bailey	LIB	9148	0.02683	
CT	01	John B.	Larson	D*	192840	0.64916	W
CT	01	John B.	Larson	WF	14133	0.04758	W
CT	01	John Henry	Decker	R*	82321	0.27712	
CT	01	S. Michael	DeRosa	GRE	5477	0.01844	
CT	01	Matthew M.	Corey	PC	2290	0.00771	
CT	02	Joe	Courtney	D*	189444	0.63156	W
CT	02	Joe	Courtney	WF	15264	0.05089	W
CT	02	Paul M.	Formica	R*	88103	0.29372	
CT	02	Colin D.	Bennett	GRE	3638	0.01213	
CT	02	Daniel J.	Reale	LIB	3511	0.01170	
CT	03	Rosa L.	DeLauro	D*	197163	0.67684	W
CT	03	Rosa L.	DeLauro	WF	20410	0.07006	W
CT	03	Wayne	Winsley	R*	73726	0.25309	
CT	03	Hector W., Jr.	Concepcion	W	1	0.00000	
CT	03	Stephen "Steve"	Packard	W	1	0.00000	
CT	04	Jim	Himes	D*	167320	0.57022	W
CT	04	Jim	Himes	WF	8609	0.02934	W
CT	04	Stephen	Obsitnik	R*	117503	0.40044	
CT	05	Elizabeth	Esty	WF	8467	0.02973	W
CT	05	Elizabeth	Esty	D	137631	0.48333	W
CT	05	Andrew	Roraback	IP	9710	0.03410	
CT	05	Andrew	Roraback	R*	128927	0.45276	
CT	05	John	Pistone	W	12	0.00004	
CT	05	Russ	Jaeger	W	10	0.00004	
CT	S	Christopher S.	Murphy	WF	35778	0.02367	W
CT	S	Christopher S.	Murphy	D*	792983	0.52454	W
CT	S	Linda E.	McMahon	IP	46520	0.03077	
CT	S	Linda E.	McMahon	R*	604569	0.39991	
CT	S	Paul	Passarelli	LIB	25045	0.01657	
CT	S	Matthew	Coleman	W	6414	0.00424	
CT	S	Michael D.	Adams	W	388	0.00026	
CT	S	Jeff	Russell	W	40	0.00003	
CT	S	John	Traceski	W	19	0.00001	
CT	S	Michael	Vasile	W	8	0.00001	
DE	00	John C., Jr.	Carney	D	249933	0.64406	W
DE	00	Thomas H.	Kovach	R	129757	0.33437	
DE	00	Bernard	August	GRE	4273	0.01101	
DE	00	Scott	Gesty	LIB	4096	0.01056	
DE	S	Thomas R.	Carper	D	265415	0.66419	W
DE	S	Kevin	Wade	R	115700	0.28953	
DE	S	Alexander	Pires	IDE	15300	0.03829	
DE	S	Andrew Richard	Groff	GRE	3191	0.00799	
DE	S	Richard Thomas	Ruzicka	W	1	0.00000	
DC	00	Eleanor H.	Norton	D	246664	0.88549	W
DC	00	Bruce	Majors	LIB	16524	0.05932	
DC	00	Natale Lino	Stracuzzi	DCG	13243	0.04754	
DC	00		Scattered	W	2132	0.00765	
FL	01	Jeff	Miller	R	238440	0.69598	W
FL	01	Jim	Bryan	D	92961	0.27134	
FL	01	Calen	Fretts	LIB	11176	0.03262	
FL	01	William Cleave, II	Drummond	W	17	0.00005	
FL	02	Steve	Southerland	R	175856	0.52696	W
FL	02	Al	Lawson	D	157634	0.47236	
FL	02	Floyd Patrick	Miller	W	228	0.00068	
FL	03	Ted	Yoho	R	204331	0.64730	W
FL	03	J.R.	Gaillot	D	102468	0.32461	
FL	03	Philip	Dodds	NPA	8870	0.02810	
FL	04	Ander	Crenshaw	R	239988	0.76073	W
FL	04	Jim	Klauder	NPA	75236	0.23849	
FL	04	Gary	Koniz	W	246	0.00078	
FL	05	Corrine	Brown	D	190472	0.70767	W
FL	05	LeAnne	Kolb	R	70700	0.26268	
FL	05	Eileen	Fleming	NPA	7978	0.02964	
FL	05	Bruce Ray	Riggs	W	3	0.00001	
FL	06	Ron	Desantis	R	195962	0.57223	W
FL	06	Heather	Beaven	D	146489	0.42777	
FL	07	John	Mica	R	185518	0.58706	W
FL	07	Jason H.	Kendall	D	130479	0.41290	
FL	07	Fred	Marra	W	13	0.00004	
FL	08	Bill	Posey	R	205432	0.58878	W
FL	08	Shannon	Roberts	D	130870	0.37508	
FL	08	Richard H.	Gillmor	NPA	12607	0.03613	
FL	09	Alan	Grayson	D	164891	0.62519	W
FL	09	Todd	Long	R	98856	0.37481	
FL	10	Daniel	Webster	R	164649	0.51733	W
FL	10	Val B.	Demings	D	153574	0.48253	
FL	10	Naipaul	Seegolam	W	46	0.00014	
FL	11	Richard B. "Rich"	Nugent	R	218360	0.64477	W
FL	11	H. David	Werder	D	120303	0.35523	
FL	12	Gus Michael	Bilirakis	R	209604	0.63484	W
FL	12	Jonathan Michael	Snow	D	108770	0.32944	
FL	12	John	Russell	NPA	6878	0.02083	
FL	12	Paul Sidney	Elliott	NPA	4915	0.01489	
FL	13	C.W . Bill	Young	R	189605	0.57570	W
FL	13	Jessica	Ehrlich	D	139742	0.42430	
FL	14	Kathy	Castor	D	197121	0.70250	W
FL	14	Evelio "EJ"	Otero	R	83480	0.29750	
FL	16	Vern	Buchanan	R	187147	0.53612	W
FL	16	Keith	Fitzgerald	D	161929	0.46388	
FL	17	Tom	Rooney	R	165488	0.58628	W
FL	17	William	Bronson	D	116766	0.41367	
FL	17	Tom	Baumann	W	12	0.00004	
FL	18	Patrick	Murphy	D	166257	0.50280	W
FL	18	Allen B.	West	R	164353	0.49704	
FL	18	Marilyn Davis	Holloman	W	55	0.00017	
FL	19	Trey	Radel	R	189833	0.61993	W
FL	19	Jim	Roach	D	109746	0.35839	
FL	19	Brandon M.	Smith	NPA	6637	0.02167	
FL	20	Alcee L.	Hastings	D	214727	0.87900	W
FL	20	Randall	Terry	NPA	29553	0.12098	
FL	20	Anthony M.	Dutrow	W	5	0.00002	
FL	21	Ted	Deutch	D	221263	0.77800	W
FL	21	W. Michael "Mike"	Trout	NPA	37776	0.13283	
FL	21	Cesar	Henao	NPA	25361	0.08917	
FL	22	Lois	Frankel	D	171021	0.54627	W
FL	22	Adam	Hasner	R	142050	0.45373	
FL	23	Debbie	Wasserman Schultz	D	174205	0.63248	W
FL	23	Karen	Harrington	R	98096	0.35616	
FL	23	IIya	Katz	NPA	3129	0.01136	
FL	25	Mario	Diaz-Balart	R	151466	0.75646	W
FL	25	Stanley	Blumenthal	NPA	31664	0.15814	
FL	25		VoteForEddie.Com	NPA	17099	0.08540	
FL	26	Joe	Garcia	D	135694	0.53643	W
FL	26	David	Rivera	R	108820	0.43019	
FL	26	Angel	Fernandez	NPA	5726	0.02264	
FL	26	Jose	Peixoto	NPA	2717	0.01074	
FL	27	Ileana	Ros-Lehtinen	R	138488	0.60167	W
FL	27	Manny	Yevancey	D	85020	0.36938	
FL	27	Thomas Joe	Cruz-Wiggins	NPA	6663	0.02895	
FL	S	Bill	Nelson	D	4523451	0.55232	W
FL	S	Connie	Mack	R	3458267	0.42226	
FL	S	Bill	Gaylor	NPA	126079	0.01539	
FL	S	Chris	Borgia	NPA	82089	0.01002	
FL	S	Naomi	Craine	W	19	0.00000	
FL	S	Lawrence Sidney	Scott	W	18	0.00000	
FL	S	Robert	Monroe	W	12	0.00000	
FL	S	Piotr	Blass	W	9	0.00000	
FL	S	Lionel	Long	W	2	0.00000	
GA	01	Jack	Kingston	R	157181	0.62978	W
GA	01	Lesli Rae	Messinger	D	92399	0.37022	
GA	02	Sanford	Bishop	D	162751	0.63784	W
GA	02	John	House	R	92410	0.36216	
GA	03	Lynn	Westmoreland	R	232380	0.99955	W
GA	03	David	Ferguson	W	105	0.00045	
GA	04	Henry C. "Hank"	Johnson	D	208861	0.73552	W
GA	04	J. Chris	Vaughn	R	75041	0.26426	
GA	04	Cynthia	McKinney	W	58	0.00020	
GA	04	Rachele	Fruit	W	2	0.00001	
GA	05	John	Lewis	D	234330	0.84386	W
GA	05	Howard	Stopeck	R	43335	0.15606	
GA	05	John	Benson	W	12	0.00004	
GA	05	Raymond	Davis	W	12	0.00004	
GA	06	Tom	Price	R	189669	0.64506	W
GA	06	Jeff	Kazanow	D	104365	0.35494	
GA	07	Rob	Woodall	R	156689	0.62162	W
GA	07	Steve	Reilly	D	95377	0.37838	
GA	08	Austin	Scott	R	197789	1.00000	W
GA	09	Doug	Collins	R	192101	0.76184	W
GA	09	Jody	Cooley	D	60052	0.23816	
GA	10	Paul C.	Broun	R	211065	0.99810	W
GA	10	Brian Russell	Brown	W	401	0.00190	
GA	11	Phil	Gingrey	R	196968	0.68546	W
GA	11	Patrick	Thompson	D	90353	0.31443	
GA	11	Allan	Levene	W	30	0.00010	
GA	12	John	Barrow	D	139148	0.53700	W
GA	12	Lee	Anderson	R	119973	0.46300	
GA	13	David	Scott	D	201988	0.71744	W
GA	13	S.	Malik	R	79550	0.28256	
GA	14	Tom	Graves	R	159947	0.72971	W
GA	14	Daniel "Danny"	Grant	D	59245	0.27029	
GU	00	Madeleine Z.	Bordallo	D	19765	0.59883	W
GU	00	Frank Flores, Jr.	Blas	R	12995	0.39372	
GU	00		Scattered	W	246	0.00745	
HI	01	Colleen W.	Hanabusa	D	116505	0.54613	W
HI	01	Charles K.	Djou	R	96824	0.45387	
HI	02	Tulsi	Gabbard	D	168503	0.80543	W
HI	02	Kawika	Crowley	R	40707	0.19457	
HI	S	Mazie	Hirono	D	269489	0.62602	W
HI	S	Linda	Lingle	R	160994	0.37398	
ID	01	Raul R.	Labrador	R	199402	0.62958	W
ID	01	Jimmy	Farris	D	97450	0.30768	
ID	01	Rob	Oates	LIB	12265	0.03872	
ID	01		Pro-Life	IND	7607	0.02402	
ID	02	Mike	Simpson	R	207412	0.65123	W
ID	02	Nicole	LeFavour	D	110847	0.34803	
ID	02	Jack Wayne	Chappell	D/W	235	0.00074	
IL	01	Bobby L.	Rush	D	236854	0.73822	W
IL	01	Donald E.	Peloquin	R	83989	0.26178	
IL	01	John	Hawkins	W	1	0.00000	
IL	02	Jesse L., Jr.	Jackson	D	188303	0.63250	W
IL	02	Brian	Woodworth	R	69115	0.23215	
IL	02	Marcus	Lewis	IND	40006	0.13438	
IL	02	Anthony W.	Williams	W	288	0.00097	
IL	03	Daniel William	Lipinski	D	168738	0.68482	W
IL	03	Richard L.	Grabowski	R	77653	0.31515	
IL	03	Laura	Anderson	W	7	0.00003	
IL	04	Luis V.	Gutierrez	D	133226	0.83002	W
IL	04	Hector	Concepcion	W(R)/R	27279	0.16995	
IL	04	Ymelda	Viramontes	W	4	0.00002	
IL	05	Mike	Quigley	D	177729	0.65734	W
IL	05	Dan	Schmitt	R	77289	0.28586	
IL	05	Nancy	Wade	GRE	15359	0.05681	
IL	06	Peter J.	Roskam	R	193138	0.59221	W
IL	06	Leslie	Coolidge	D	132991	0.40779	
IL	07	Danny K.	Davis	D	242439	0.84640	W
IL	07	Rita	Zak	R	31466	0.10985	
IL	07	John H.	Monaghan	IND	12523	0.04372	
IL	07	Phil	Collins	W	5	0.00002	
IL	07	Dennis	Richter	W	2	0.00001	
IL	08	Tammy	Duckworth	D	123206	0.54742	W
IL	08	Joe	Walsh	R	101860	0.45258	
IL	09	Janice D.	Schakowsky	D	194869	0.66326	W
IL	09	Timothy C.	Wolfe	R	98924	0.33670	
IL	09	Hilaire Fuji	Shioura	W	8	0.00003	
IL	09	Susanne	Atanus	W	6	0.00002	
IL	10	Brad	Schneider	D	133890	0.50629	W
IL	10	Robert	Dold	R	130564	0.49371	
IL	11	Bill	Foster	D	148928	0.58565	W
IL	11	Judy	Biggert	R	105348	0.41427	
IL	11	Chris	Michel	W	19	0.00007	
IL	12	William L.	Enyart	D	157000	0.51653	W
IL	12	Jason	Plummer	R	129902	0.42738	
IL	12	Paula	Bradshaw	GRE	17045	0.05608	
IL	12	Shon-Tiyon	Horton	W	2	0.00001	
IL	13	Rodney	Davis	R	137034	0.46549	W
IL	13	David M.	Gill	D	136032	0.46209	
IL	13	John	Hartman	IND	21319	0.07242	
IL	14	Randy M.	Hultgren	R	177603	0.58818	W
IL	14	Dennis	Anderson	D	124351	0.41182	
IL	15	John M.	Shimkus	R	205775	0.68606	W
IL	15	Angela	Michael	D	94162	0.31394	
IL	16	Adam	Kinzinger	R	181789	0.61814	W
IL	16	Wanda	Rohl	D	112301	0.38186	
IL	17	Cheri	Bustos	D	153519	0.53275	W
IL	17	Bobby	Schilling	R	134623	0.46718	
IL	17	Eric	Reyes	W	10	0.00003	
IL	17	Joe	Faber	W	9	0.00003	
IL	18	Aaron	Schock	R	244467	0.74164	W
IL	18	Steve	Waterworth	D	85164	0.25836	
IN	01	Peter J.	Visclosky	D	187743	0.67283	W
IN	01	Joel	Phelps	R	91291	0.32717	
IN	02	Jackie	Walorski	R	134033	0.49011	W
IN	02	Brendan	Mullen	D	130113	0.47578	
IN	02	Joseph Wayne	Ruiz	LIB	9326	0.03410	
IN	02	Kenneth R., Jr.	Lunce	W	3	0.00001	
IN	03	Marlin A.	Stutzman	R	187872	0.67041	W
IN	03	Kevin R.	Boyd	D	92363	0.32959	
IN	04	Todd	Rokita	R	168688	0.61957	W
IN	04	Tara E.	Nelson	D	93015	0.34163	
IN	04	Benjamin J.	Gelhausen	LIB	10565	0.03880	
IN	05	Susan	Brooks	R	194570	0.58367	W
IN	05	Scott	Reske	D	125347	0.37601	
IN	05	Chard	Reid	LIB	13442	0.04032	
IN	06	Luke	Messer	R	162613	0.59078	W
IN	06	Bradley T.	Bookout	D	96678	0.35123	
IN	06	Rex	Bell	LIB	15962	0.05799	
IN	07	Andre D.	Carson	D	162122	0.62850	W
IN	07	Carlos A.	May	R	95828	0.37150	
IN	08	Larry D.	Bucshon	R	151533	0.53358	W
IN	08	Dave	Crooks	D	122325	0.43073	
IN	08	Bart	Gadau	LIB	10134	0.03568	
IN	09	Todd	Young	R	165332	0.55447	W
IN	09	Shelli	Yoder	D	132848	0.44553	
IN	S	Joe	Donnelly	D	1281181	0.50044	W
IN	S	Richard E.	Mourdock	R	1133621	0.44280	
IN	S	Andrew "Andy"	Horning	LIB	145282	0.05675	
IN	S	James L.	Johnson Junior	W	15	0.00001	
IN	S	Amy J.	Willis	W	3	0.00000	
IA	01	Bruce	Braley	D	222422	0.56907	W
IA	01	Ben	Lange	R	162465	0.41567	
IA	01	Gregory	Hughes	NP	4772	0.01221	
IA	01	George Todd, II	Krail	NP	931	0.00238	
IA	01		Scattered	W	259	0.00066	
IA	02	Dave	Loebsack	D	211863	0.55567	W
IA	02	John	Archer	R	161977	0.42483	
IA	02	Alan	Aversa	NP	7112	0.01865	
IA	02		Scattered	W	323	0.00085	
IA	03	Tom	Latham	R	202000	0.52218	W
IA	03	Leonard	Boswell	D	168632	0.43592	
IA	03	Scott G.	Batcher	NP	9352	0.02418	
IA	03	David	Rosenfeld	SWP	6286	0.01625	
IA	03		Scattered	W	572	0.00148	
IA	04	Steve	King	R	200063	0.52943	W
IA	04	Christie	Vilsack	D	169470	0.44847	
IA	04	Martin James	Monroe	NP	8124	0.02150	
IA	04		Scattered	W	226	0.00060	
KS	01	Tim	Huelskamp	R	211337	1.00000	W
KS	02	Lynn	Jenkins	R	167463	0.57015	W
KS	02	Tobias	Schlingensiepen	D	113735	0.38723	
KS	02	Dennis	Hawver	LIB	12520	0.04263	
KS	03	Kevin	Yoder	R	201087	0.68452	W
KS	03	Joel	Balam	LIB	92675	0.31548	
KS	04	Mike	Pompeo	R	161094	0.62217	W
KS	04	Robert Leon	Tillman	D	81770	0.31581	
KS	04	Thomas	Jefferson	LIB	16058	0.06202	
KY	01	Edward	Whitfield	R	199956	0.69633	W
KY	01	Charles Kendall	Hatchett	D	87199	0.30367	
KY	02	S. Brett	Guthrie	R	181508	0.64304	W
KY	02	David Lynn	Williams	D	89541	0.31722	
KY	02	Andrew R.	Beacham	IND	6304	0.02233	
KY	02	Craig R.	Astor	LIB	4914	0.01741	
KY	03	John A.	Yarmuth	D	206385	0.63964	W
KY	03	Brooks	Wicker	R	111452	0.34542	
KY	03	Robert L., Jr.	Devore	IND	4819	0.01494	
KY	04 - FULL TERM	Thomas	Massie	R	186036	0.62127	W
KY	04 - FULL TERM	William R. "Bill"	Adkins	D	104734	0.34976	
KY	04 - FULL TERM	David	Lewis	IND	8674	0.02897	
KY	04 - UNEXPIRED TERM	Thomas	Massie	R	174092	0.59892	W
KY	04 - UNEXPIRED TERM	William R. "Bill"	Adkins	D	106598	0.36672	
KY	04 - UNEXPIRED TERM	David	Lewis	IND	9987	0.03436	
